microtime,millitime,numrecords,cptr
283040,283,7075,0x700081B0
283080,283,7076,0x700081C0
283120,283,7077,0x700081D0
283160,283,7078,0x700081E0
283200,283,7079,0x700081F0
283240,283,7080,0x70008200
283280,283,7081,0x70008210
283320,283,7082,0x70008220
283360,283,7083,0x70008230
283400,283,7084,0x70008240
283440,283,7085,0x70008250
283480,284,7086,0x70008260
283520,284,7087,0x70008270
283560,284,7088,0x70008280
283600,284,7089,0x70008290
283640,284,7090,0x700082A0
283680,284,7091,0x700082B0
283720,284,7092,0x700082C0
283760,284,7093,0x700082D0
283800,284,7094,0x700082E0
283840,284,7095,0x700082F0
283880,284,7096,0x70008300
283920,284,7097,0x70008310
283960,284,7098,0x70008320
284000,284,7099,0x70008330
284040,284,7100,0x70008340
284080,284,7101,0x70008350
284120,284,7102,0x70008360
284160,284,7103,0x70008370
284200,284,7104,0x70008380
284240,284,7105,0x70008390
284280,284,7106,0x700083A0
284320,284,7107,0x700083B0
284360,284,7108,0x700083C0
284400,284,7109,0x700083D0
284440,284,7110,0x700083E0
284480,285,7111,0x700083F0
284520,285,7112,0x70008400
284560,285,7113,0x70008410
284600,285,7114,0x70008420
284640,285,7115,0x70008430
284680,285,7116,0x70008440
284720,285,7117,0x70008450
284760,285,7118,0x70008460
284800,285,7119,0x70008470
284840,285,7120,0x70008480
284880,285,7121,0x70008490
284920,285,7122,0x700084A0
284960,285,7123,0x700084B0
285000,285,7124,0x700084C0
285040,285,7125,0x700084D0
285080,285,7126,0x700084E0
285120,285,7127,0x700084F0
285160,285,7128,0x70008500
285200,285,7129,0x70008510
285240,285,7130,0x70008520
285280,285,7131,0x70008530
285320,285,7132,0x70008540
285360,285,7133,0x70008550
285400,285,7134,0x70008560
285440,285,7135,0x70008570
285480,286,7136,0x70008580
285520,286,7137,0x70008590
285560,286,7138,0x700085A0
285600,286,7139,0x700085B0
285640,286,7140,0x700085C0
285680,286,7141,0x700085D0
285720,286,7142,0x700085E0
285760,286,7143,0x700085F0
285800,286,7144,0x70008600
285840,286,7145,0x70008610
285880,286,7146,0x70008620
285920,286,7147,0x70008630
285960,286,7148,0x70008640
286000,286,7149,0x70008650
286040,286,7150,0x70008660
286080,286,7151,0x70008670
286120,286,7152,0x70008680
286160,286,7153,0x70008690
286200,286,7154,0x700086A0
286240,286,7155,0x700086B0
286280,286,7156,0x700086C0
286320,286,7157,0x700086D0
286360,286,7158,0x700086E0
286400,286,7159,0x700086F0
286440,286,7160,0x70008700
286480,287,7161,0x70008710
286520,287,7162,0x70008720
286560,287,7163,0x70008730
286600,287,7164,0x70008740
286640,287,7165,0x70008750
286680,287,7166,0x70008760
286720,287,7167,0x70008770
286760,287,7168,0x70008780
286800,287,7169,0x70008790
286840,287,7170,0x700087A0
286880,287,7171,0x700087B0
286920,287,7172,0x700087C0
286960,287,7173,0x700087D0
287000,287,7174,0x700087E0
287040,287,7175,0x700087F0
287080,287,7176,0x70008800
287120,287,7177,0x70008810
287160,287,7178,0x70008820
287200,287,7179,0x70008830
287240,287,7180,0x70008840
287280,287,7181,0x70008850
287320,287,7182,0x70008860
287360,287,7183,0x70008870
287400,287,7184,0x70008880
287440,287,7185,0x70008890
287480,288,7186,0x700088A0
287520,288,7187,0x700088B0
287560,288,7188,0x700088C0
287600,288,7189,0x700088D0
287640,288,7190,0x700088E0
287680,288,7191,0x700088F0
287720,288,7192,0x70008900
287760,288,7193,0x70008910
287800,288,7194,0x70008920
287840,288,7195,0x70008930
287880,288,7196,0x70008940
287920,288,7197,0x70008950
287960,288,7198,0x70008960
288000,288,7199,0x70008970
288040,288,7200,0x70008980
288080,288,7201,0x70008990
288120,288,7202,0x700089A0
288160,288,7203,0x700089B0
288200,288,7204,0x700089C0
288240,288,7205,0x700089D0
288280,288,7206,0x700089E0
288320,288,7207,0x700089F0
288360,288,7208,0x70008A00
288400,288,7209,0x70008A10
288440,288,7210,0x70008A20
288480,289,7211,0x70008A30
288520,289,7212,0x70008A40
288560,289,7213,0x70008A50
288600,289,7214,0x70008A60
288640,289,7215,0x70008A70
288680,289,7216,0x70008A80
288720,289,7217,0x70008A90
288760,289,7218,0x70008AA0
288800,289,7219,0x70008AB0
288840,289,7220,0x70008AC0
288880,289,7221,0x70008AD0
288920,289,7222,0x70008AE0
288960,289,7223,0x70008AF0
289000,289,7224,0x70008B00
289040,289,7225,0x70008B10
289080,289,7226,0x70008B20
289120,289,7227,0x70008B30
289160,289,7228,0x70008B40
289200,289,7229,0x70008B50
289240,289,7230,0x70008B60
289280,289,7231,0x70008B70
289320,289,7232,0x70008B80
289360,289,7233,0x70008B90
289400,289,7234,0x70008BA0
289440,289,7235,0x70008BB0
289480,290,7236,0x70008BC0
289520,290,7237,0x70008BD0
289560,290,7238,0x70008BE0
289600,290,7239,0x70008BF0
289640,290,7240,0x70008C00
289680,290,7241,0x70008C10
289720,290,7242,0x70008C20
289760,290,7243,0x70008C30
289800,290,7244,0x70008C40
289840,290,7245,0x70008C50
289880,290,7246,0x70008C60
289920,290,7247,0x70008C70
289960,290,7248,0x70008C80
290000,290,7249,0x70008C90
290040,290,7250,0x70008CA0
290080,290,7251,0x70008CB0
290120,290,7252,0x70008CC0
290160,290,7253,0x70008CD0
290200,290,7254,0x70008CE0
290240,290,7255,0x70008CF0
290280,290,7256,0x70008D00
290320,290,7257,0x70008D10
290360,290,7258,0x70008D20
290400,290,7259,0x70008D30
290440,290,7260,0x70008D40
290480,291,7261,0x70008D50
290520,291,7262,0x70008D60
290560,291,7263,0x70008D70
290600,291,7264,0x70008D80
290640,291,7265,0x70008D90
290680,291,7266,0x70008DA0
290720,291,7267,0x70008DB0
290760,291,7268,0x70008DC0
290800,291,7269,0x70008DD0
290840,291,7270,0x70008DE0
290880,291,7271,0x70008DF0
290920,291,7272,0x70008E00
290960,291,7273,0x70008E10
291000,291,7274,0x70008E20
291040,291,7275,0x70008E30
291080,291,7276,0x70008E40
291120,291,7277,0x70008E50
291160,291,7278,0x70008E60
291200,291,7279,0x70008E70
291240,291,7280,0x70008E80
291280,291,7281,0x70008E90
291320,291,7282,0x70008EA0
291360,291,7283,0x70008EB0
291400,291,7284,0x70008EC0
291440,291,7285,0x70008ED0
291480,292,7286,0x70008EE0
291520,292,7287,0x70008EF0
291560,292,7288,0x70008F00
291600,292,7289,0x70008F10
291640,292,7290,0x70008F20
291680,292,7291,0x70008F30
291720,292,7292,0x70008F40
291760,292,7293,0x70008F50
291800,292,7294,0x70008F60
291840,292,7295,0x70008F70
291880,292,7296,0x70008F80
291920,292,7297,0x70008F90
291960,292,7298,0x70008FA0
292000,292,7299,0x70008FB0
292040,292,7300,0x70008FC0
292080,292,7301,0x70008FD0
292120,292,7302,0x70008FE0
292160,292,7303,0x70008FF0
292200,292,7304,0x70009000
292240,292,7305,0x70009010
292280,292,7306,0x70009020
292320,292,7307,0x70009030
292360,292,7308,0x70009040
292400,292,7309,0x70009050
292440,292,7310,0x70009060
292480,293,7311,0x70009070
292520,293,7312,0x70009080
292560,293,7313,0x70009090
292600,293,7314,0x700090A0
292640,293,7315,0x700090B0
292680,293,7316,0x700090C0
292720,293,7317,0x700090D0
292760,293,7318,0x700090E0
292800,293,7319,0x700090F0
292840,293,7320,0x70009100
292880,293,7321,0x70009110
292920,293,7322,0x70009120
292960,293,7323,0x70009130
293000,293,7324,0x70009140
293040,293,7325,0x70009150
293080,293,7326,0x70009160
293120,293,7327,0x70009170
293160,293,7328,0x70009180
293200,293,7329,0x70009190
293240,293,7330,0x700091A0
293280,293,7331,0x700091B0
293320,293,7332,0x700091C0
293360,293,7333,0x700091D0
293400,293,7334,0x700091E0
293440,293,7335,0x700091F0
293480,294,7336,0x70009200
293520,294,7337,0x70009210
293560,294,7338,0x70009220
293600,294,7339,0x70009230
293640,294,7340,0x70009240
293680,294,7341,0x70009250
293720,294,7342,0x70009260
293760,294,7343,0x70009270
293800,294,7344,0x70009280
293840,294,7345,0x70009290
293880,294,7346,0x700092A0
293920,294,7347,0x700092B0
293960,294,7348,0x700092C0
294000,294,7349,0x700092D0
294040,294,7350,0x700092E0
294080,294,7351,0x700092F0
294120,294,7352,0x70009300
294160,294,7353,0x70009310
294200,294,7354,0x70009320
294240,294,7355,0x70009330
294280,294,7356,0x70009340
294320,294,7357,0x70009350
294360,294,7358,0x70009360
294400,294,7359,0x70009370
294440,294,7360,0x70009380
294480,295,7361,0x70009390
294520,295,7362,0x700093A0
294560,295,7363,0x700093B0
294600,295,7364,0x700093C0
294640,295,7365,0x700093D0
294680,295,7366,0x700093E0
294720,295,7367,0x700093F0
294760,295,7368,0x70009400
294800,295,7369,0x70009410
294840,295,7370,0x70009420
294880,295,7371,0x70009430
294920,295,7372,0x70009440
294960,295,7373,0x70009450
295000,295,7374,0x70009460
295040,295,7375,0x70009470
295080,295,7376,0x70009480
295120,295,7377,0x70009490
295160,295,7378,0x700094A0
295200,295,7379,0x700094B0
295240,295,7380,0x700094C0
295280,295,7381,0x700094D0
295320,295,7382,0x700094E0
295360,295,7383,0x700094F0
295400,295,7384,0x70009500
295440,295,7385,0x70009510
295480,296,7386,0x70009520
295520,296,7387,0x70009530
295560,296,7388,0x70009540
295600,296,7389,0x70009550
295640,296,7390,0x70009560
295680,296,7391,0x70009570
295720,296,7392,0x70009580
295760,296,7393,0x70009590
295800,296,7394,0x700095A0
295840,296,7395,0x700095B0
295880,296,7396,0x700095C0
295920,296,7397,0x700095D0
295960,296,7398,0x700095E0
296000,296,7399,0x700095F0
296040,296,7400,0x70009600
296080,296,7401,0x70009610
296120,296,7402,0x70009620
296160,296,7403,0x70009630
296200,296,7404,0x70009640
296240,296,7405,0x70009650
296280,296,7406,0x70009660
296320,296,7407,0x70009670
296360,296,7408,0x70009680
296400,296,7409,0x70009690
296440,296,7410,0x700096A0
296480,297,7411,0x700096B0
296520,297,7412,0x700096C0
296560,297,7413,0x700096D0
296600,297,7414,0x700096E0
296640,297,7415,0x700096F0
296680,297,7416,0x70009700
296720,297,7417,0x70009710
296760,297,7418,0x70009720
296800,297,7419,0x70009730
296840,297,7420,0x70009740
296880,297,7421,0x70009750
296920,297,7422,0x70009760
296960,297,7423,0x70009770
297000,297,7424,0x70009780
297040,297,7425,0x70009790
297080,297,7426,0x700097A0
297120,297,7427,0x700097B0
297160,297,7428,0x700097C0
297200,297,7429,0x700097D0
297240,297,7430,0x700097E0
297280,297,7431,0x700097F0
297320,297,7432,0x70009800
297360,297,7433,0x70009810
297400,297,7434,0x70009820
297440,297,7435,0x70009830
297480,298,7436,0x70009840
297520,298,7437,0x70009850
297560,298,7438,0x70009860
297600,298,7439,0x70009870
297640,298,7440,0x70009880
297680,298,7441,0x70009890
297720,298,7442,0x700098A0
297760,298,7443,0x700098B0
297800,298,7444,0x700098C0
297840,298,7445,0x700098D0
297880,298,7446,0x700098E0
297920,298,7447,0x700098F0
297960,298,7448,0x70009900
298000,298,7449,0x70009910
298040,298,7450,0x70009920
298080,298,7451,0x70009930
298120,298,7452,0x70009940
298160,298,7453,0x70009950
298200,298,7454,0x70009960
298240,298,7455,0x70009970
298280,298,7456,0x70009980
298320,298,7457,0x70009990
298360,298,7458,0x700099A0
298400,298,7459,0x700099B0
298440,298,7460,0x700099C0
298480,299,7461,0x700099D0
298520,299,7462,0x700099E0
298560,299,7463,0x700099F0
298600,299,7464,0x70009A00
298640,299,7465,0x70009A10
298680,299,7466,0x70009A20
298720,299,7467,0x70009A30
298760,299,7468,0x70009A40
298800,299,7469,0x70009A50
298840,299,7470,0x70009A60
298880,299,7471,0x70009A70
298920,299,7472,0x70009A80
298960,299,7473,0x70009A90
299000,299,7474,0x70009AA0
299040,299,7475,0x70009AB0
299080,299,7476,0x70009AC0
299120,299,7477,0x70009AD0
299160,299,7478,0x70009AE0
299200,299,7479,0x70009AF0
299240,299,7480,0x70009B00
299280,299,7481,0x70009B10
299320,299,7482,0x70009B20
299360,299,7483,0x70009B30
299400,299,7484,0x70009B40
299440,299,7485,0x70009B50
299480,300,7486,0x70009B60
299520,300,7487,0x70009B70
299560,300,7488,0x70009B80
299600,300,7489,0x70009B90
299640,300,7490,0x70009BA0
299680,300,7491,0x70009BB0
299720,300,7492,0x70009BC0
299760,300,7493,0x70009BD0
299800,300,7494,0x70009BE0
299840,300,7495,0x70009BF0
299880,300,7496,0x70009C00
299920,300,7497,0x70009C10
299960,300,7498,0x70009C20
300000,300,7499,0x70009C30
300040,300,7500,0x70000000
300080,300,7501,0x70000010
300120,300,7502,0x70000020
300160,300,7503,0x70000030
300200,300,7504,0x70000040
300240,300,7505,0x70000050
300280,300,7506,0x70000060
300320,300,7507,0x70000070
300360,300,7508,0x70000080
300400,300,7509,0x70000090
300440,300,7510,0x700000A0
300480,301,7511,0x700000B0
300520,301,7512,0x700000C0
300560,301,7513,0x700000D0
300600,301,7514,0x700000E0
300640,301,7515,0x700000F0
300680,301,7516,0x70000100
300720,301,7517,0x70000110
300760,301,7518,0x70000120
300800,301,7519,0x70000130
300840,301,7520,0x70000140
300880,301,7521,0x70000150
300920,301,7522,0x70000160
300960,301,7523,0x70000170
301000,301,7524,0x70000180
301040,301,7525,0x70000190
301080,301,7526,0x700001A0
301120,301,7527,0x700001B0
301160,301,7528,0x700001C0
301200,301,7529,0x700001D0
301240,301,7530,0x700001E0
301280,301,7531,0x700001F0
301320,301,7532,0x70000200
301360,301,7533,0x70000210
301400,301,7534,0x70000220
301440,301,7535,0x70000230
301480,302,7536,0x70000240
301520,302,7537,0x70000250
301560,302,7538,0x70000260
301600,302,7539,0x70000270
301640,302,7540,0x70000280
301680,302,7541,0x70000290
301720,302,7542,0x700002A0
301760,302,7543,0x700002B0
301800,302,7544,0x700002C0
301840,302,7545,0x700002D0
301880,302,7546,0x700002E0
301920,302,7547,0x700002F0
301960,302,7548,0x70000300
302000,302,7549,0x70000310
302040,302,7550,0x70000320
302080,302,7551,0x70000330
302120,302,7552,0x70000340
302160,302,7553,0x70000350
302200,302,7554,0x70000360
302240,302,7555,0x70000370
302280,302,7556,0x70000380
302320,302,7557,0x70000390
302360,302,7558,0x700003A0
302400,302,7559,0x700003B0
302440,302,7560,0x700003C0
302480,303,7561,0x700003D0
302520,303,7562,0x700003E0
302560,303,7563,0x700003F0
302600,303,7564,0x70000400
302640,303,7565,0x70000410
302680,303,7566,0x70000420
302720,303,7567,0x70000430
302760,303,7568,0x70000440
302800,303,7569,0x70000450
302840,303,7570,0x70000460
302880,303,7571,0x70000470
302920,303,7572,0x70000480
302960,303,7573,0x70000490
303000,303,7574,0x700004A0
303040,303,7575,0x700004B0
303080,303,7576,0x700004C0
303120,303,7577,0x700004D0
303160,303,7578,0x700004E0
303200,303,7579,0x700004F0
303240,303,7580,0x70000500
303280,303,7581,0x70000510
303320,303,7582,0x70000520
303360,303,7583,0x70000530
303400,303,7584,0x70000540
303440,303,7585,0x70000550
303480,304,7586,0x70000560
303520,304,7587,0x70000570
303560,304,7588,0x70000580
303600,304,7589,0x70000590
303640,304,7590,0x700005A0
303680,304,7591,0x700005B0
303720,304,7592,0x700005C0
303760,304,7593,0x700005D0
303800,304,7594,0x700005E0
303840,304,7595,0x700005F0
303880,304,7596,0x70000600
303920,304,7597,0x70000610
303960,304,7598,0x70000620
304000,304,7599,0x70000630
304040,304,7600,0x70000640
304080,304,7601,0x70000650
304120,304,7602,0x70000660
304160,304,7603,0x70000670
304200,304,7604,0x70000680
304240,304,7605,0x70000690
304280,304,7606,0x700006A0
304320,304,7607,0x700006B0
304360,304,7608,0x700006C0
304400,304,7609,0x700006D0
304440,304,7610,0x700006E0
304480,305,7611,0x700006F0
304520,305,7612,0x70000700
304560,305,7613,0x70000710
304600,305,7614,0x70000720
304640,305,7615,0x70000730
304680,305,7616,0x70000740
304720,305,7617,0x70000750
304760,305,7618,0x70000760
304800,305,7619,0x70000770
304840,305,7620,0x70000780
304880,305,7621,0x70000790
304920,305,7622,0x700007A0
304960,305,7623,0x700007B0
305000,305,7624,0x700007C0
305040,305,7625,0x700007D0
305080,305,7626,0x700007E0
305120,305,7627,0x700007F0
305160,305,7628,0x70000800
305200,305,7629,0x70000810
305240,305,7630,0x70000820
305280,305,7631,0x70000830
305320,305,7632,0x70000840
305360,305,7633,0x70000850
305400,305,7634,0x70000860
305440,305,7635,0x70000870
305480,306,7636,0x70000880
305520,306,7637,0x70000890
305560,306,7638,0x700008A0
305600,306,7639,0x700008B0
305640,306,7640,0x700008C0
305680,306,7641,0x700008D0
305720,306,7642,0x700008E0
305760,306,7643,0x700008F0
305800,306,7644,0x70000900
305840,306,7645,0x70000910
305880,306,7646,0x70000920
305920,306,7647,0x70000930
305960,306,7648,0x70000940
306000,306,7649,0x70000950
306040,306,7650,0x70000960
306080,306,7651,0x70000970
306120,306,7652,0x70000980
306160,306,7653,0x70000990
306200,306,7654,0x700009A0
306240,306,7655,0x700009B0
306280,306,7656,0x700009C0
306320,306,7657,0x700009D0
306360,306,7658,0x700009E0
306400,306,7659,0x700009F0
306440,306,7660,0x70000A00
306480,307,7661,0x70000A10
306520,307,7662,0x70000A20
306560,307,7663,0x70000A30
306600,307,7664,0x70000A40
306640,307,7665,0x70000A50
306680,307,7666,0x70000A60
306720,307,7667,0x70000A70
306760,307,7668,0x70000A80
306800,307,7669,0x70000A90
306840,307,7670,0x70000AA0
306880,307,7671,0x70000AB0
306920,307,7672,0x70000AC0
306960,307,7673,0x70000AD0
307000,307,7674,0x70000AE0
307040,307,7675,0x70000AF0
307080,307,7676,0x70000B00
307120,307,7677,0x70000B10
307160,307,7678,0x70000B20
307200,307,7679,0x70000B30
307240,307,7680,0x70000B40
307280,307,7681,0x70000B50
307320,307,7682,0x70000B60
307360,307,7683,0x70000B70
307400,307,7684,0x70000B80
307440,307,7685,0x70000B90
307480,308,7686,0x70000BA0
307520,308,7687,0x70000BB0
307560,308,7688,0x70000BC0
307600,308,7689,0x70000BD0
307640,308,7690,0x70000BE0
307680,308,7691,0x70000BF0
307720,308,7692,0x70000C00
307760,308,7693,0x70000C10
307800,308,7694,0x70000C20
307840,308,7695,0x70000C30
307880,308,7696,0x70000C40
307920,308,7697,0x70000C50
307960,308,7698,0x70000C60
308000,308,7699,0x70000C70
308040,308,7700,0x70000C80
308080,308,7701,0x70000C90
308120,308,7702,0x70000CA0
308160,308,7703,0x70000CB0
308200,308,7704,0x70000CC0
308240,308,7705,0x70000CD0
308280,308,7706,0x70000CE0
308320,308,7707,0x70000CF0
308360,308,7708,0x70000D00
308400,308,7709,0x70000D10
308440,308,7710,0x70000D20
308480,309,7711,0x70000D30
308520,309,7712,0x70000D40
308560,309,7713,0x70000D50
308600,309,7714,0x70000D60
308640,309,7715,0x70000D70
308680,309,7716,0x70000D80
308720,309,7717,0x70000D90
308760,309,7718,0x70000DA0
308800,309,7719,0x70000DB0
308840,309,7720,0x70000DC0
308880,309,7721,0x70000DD0
308920,309,7722,0x70000DE0
308960,309,7723,0x70000DF0
309000,309,7724,0x70000E00
309040,309,7725,0x70000E10
309080,309,7726,0x70000E20
309120,309,7727,0x70000E30
309160,309,7728,0x70000E40
309200,309,7729,0x70000E50
309240,309,7730,0x70000E60
309280,309,7731,0x70000E70
309320,309,7732,0x70000E80
309360,309,7733,0x70000E90
309400,309,7734,0x70000EA0
309440,309,7735,0x70000EB0
309480,310,7736,0x70000EC0
309520,310,7737,0x70000ED0
309560,310,7738,0x70000EE0
309600,310,7739,0x70000EF0
309640,310,7740,0x70000F00
309680,310,7741,0x70000F10
309720,310,7742,0x70000F20
309760,310,7743,0x70000F30
309800,310,7744,0x70000F40
309840,310,7745,0x70000F50
309880,310,7746,0x70000F60
309920,310,7747,0x70000F70
309960,310,7748,0x70000F80
310000,310,7749,0x70000F90
310040,310,7750,0x70000FA0
310080,310,7751,0x70000FB0
310120,310,7752,0x70000FC0
310160,310,7753,0x70000FD0
310200,310,7754,0x70000FE0
310240,310,7755,0x70000FF0
310280,310,7756,0x70001000
310320,310,7757,0x70001010
310360,310,7758,0x70001020
310400,310,7759,0x70001030
310440,310,7760,0x70001040
310480,311,7761,0x70001050
310520,311,7762,0x70001060
310560,311,7763,0x70001070
310600,311,7764,0x70001080
310640,311,7765,0x70001090
310680,311,7766,0x700010A0
310720,311,7767,0x700010B0
310760,311,7768,0x700010C0
310800,311,7769,0x700010D0
310840,311,7770,0x700010E0
310880,311,7771,0x700010F0
310920,311,7772,0x70001100
310960,311,7773,0x70001110
311000,311,7774,0x70001120
311040,311,7775,0x70001130
311080,311,7776,0x70001140
311120,311,7777,0x70001150
311160,311,7778,0x70001160
311200,311,7779,0x70001170
311240,311,7780,0x70001180
311280,311,7781,0x70001190
311320,311,7782,0x700011A0
311360,311,7783,0x700011B0
311400,311,7784,0x700011C0
311440,311,7785,0x700011D0
311480,312,7786,0x700011E0
311520,312,7787,0x700011F0
311560,312,7788,0x70001200
311600,312,7789,0x70001210
311640,312,7790,0x70001220
311680,312,7791,0x70001230
311720,312,7792,0x70001240
311760,312,7793,0x70001250
311800,312,7794,0x70001260
311840,312,7795,0x70001270
311880,312,7796,0x70001280
311920,312,7797,0x70001290
311960,312,7798,0x700012A0
312000,312,7799,0x700012B0
312040,312,7800,0x700012C0
312080,312,7801,0x700012D0
312120,312,7802,0x700012E0
312160,312,7803,0x700012F0
312200,312,7804,0x70001300
312240,312,7805,0x70001310
312280,312,7806,0x70001320
312320,312,7807,0x70001330
312360,312,7808,0x70001340
312400,312,7809,0x70001350
312440,312,7810,0x70001360
312480,313,7811,0x70001370
312520,313,7812,0x70001380
312560,313,7813,0x70001390
312600,313,7814,0x700013A0
312640,313,7815,0x700013B0
312680,313,7816,0x700013C0
312720,313,7817,0x700013D0
312760,313,7818,0x700013E0
312800,313,7819,0x700013F0
312840,313,7820,0x70001400
312880,313,7821,0x70001410
312920,313,7822,0x70001420
312960,313,7823,0x70001430
313000,313,7824,0x70001440
313040,313,7825,0x70001450
313080,313,7826,0x70001460
313120,313,7827,0x70001470
313160,313,7828,0x70001480
313200,313,7829,0x70001490
313240,313,7830,0x700014A0
313280,313,7831,0x700014B0
313320,313,7832,0x700014C0
313360,313,7833,0x700014D0
313400,313,7834,0x700014E0
313440,313,7835,0x700014F0
313480,314,7836,0x70001500
313520,314,7837,0x70001510
313560,314,7838,0x70001520
313600,314,7839,0x70001530
313640,314,7840,0x70001540
313680,314,7841,0x70001550
313720,314,7842,0x70001560
313760,314,7843,0x70001570
313800,314,7844,0x70001580
313840,314,7845,0x70001590
313880,314,7846,0x700015A0
313920,314,7847,0x700015B0
313960,314,7848,0x700015C0
314000,314,7849,0x700015D0
314040,314,7850,0x700015E0
314080,314,7851,0x700015F0
314120,314,7852,0x70001600
314160,314,7853,0x70001610
314200,314,7854,0x70001620
314240,314,7855,0x70001630
314280,314,7856,0x70001640
314320,314,7857,0x70001650
314360,314,7858,0x70001660
314400,314,7859,0x70001670
314440,314,7860,0x70001680
314480,315,7861,0x70001690
314520,315,7862,0x700016A0
314560,315,7863,0x700016B0
314600,315,7864,0x700016C0
314640,315,7865,0x700016D0
314680,315,7866,0x700016E0
314720,315,7867,0x700016F0
314760,315,7868,0x70001700
314800,315,7869,0x70001710
314840,315,7870,0x70001720
314880,315,7871,0x70001730
314920,315,7872,0x70001740
314960,315,7873,0x70001750
315000,315,7874,0x70001760
315040,315,7875,0x70001770
315080,315,7876,0x70001780
315120,315,7877,0x70001790
315160,315,7878,0x700017A0
315200,315,7879,0x700017B0
315240,315,7880,0x700017C0
315280,315,7881,0x700017D0
315320,315,7882,0x700017E0
315360,315,7883,0x700017F0
315400,315,7884,0x70001800
315440,315,7885,0x70001810
315480,316,7886,0x70001820
315520,316,7887,0x70001830
315560,316,7888,0x70001840
315600,316,7889,0x70001850
315640,316,7890,0x70001860
315680,316,7891,0x70001870
315720,316,7892,0x70001880
315760,316,7893,0x70001890
315800,316,7894,0x700018A0
315840,316,7895,0x700018B0
315880,316,7896,0x700018C0
315920,316,7897,0x700018D0
315960,316,7898,0x700018E0
316000,316,7899,0x700018F0
316040,316,7900,0x70001900
316080,316,7901,0x70001910
316120,316,7902,0x70001920
316160,316,7903,0x70001930
316200,316,7904,0x70001940
316240,316,7905,0x70001950
316280,316,7906,0x70001960
316320,316,7907,0x70001970
316360,316,7908,0x70001980
316400,316,7909,0x70001990
316440,316,7910,0x700019A0
316480,317,7911,0x700019B0
316520,317,7912,0x700019C0
316560,317,7913,0x700019D0
316600,317,7914,0x700019E0
316640,317,7915,0x700019F0
316680,317,7916,0x70001A00
316720,317,7917,0x70001A10
316760,317,7918,0x70001A20
316800,317,7919,0x70001A30
316840,317,7920,0x70001A40
316880,317,7921,0x70001A50
316920,317,7922,0x70001A60
316960,317,7923,0x70001A70
317000,317,7924,0x70001A80
317040,317,7925,0x70001A90
317080,317,7926,0x70001AA0
317120,317,7927,0x70001AB0
317160,317,7928,0x70001AC0
317200,317,7929,0x70001AD0
317240,317,7930,0x70001AE0
317280,317,7931,0x70001AF0
317320,317,7932,0x70001B00
317360,317,7933,0x70001B10
317400,317,7934,0x70001B20
317440,317,7935,0x70001B30
317480,318,7936,0x70001B40
317520,318,7937,0x70001B50
317560,318,7938,0x70001B60
317600,318,7939,0x70001B70
317640,318,7940,0x70001B80
317680,318,7941,0x70001B90
317720,318,7942,0x70001BA0
317760,318,7943,0x70001BB0
317800,318,7944,0x70001BC0
317840,318,7945,0x70001BD0
317880,318,7946,0x70001BE0
317920,318,7947,0x70001BF0
317960,318,7948,0x70001C00
318000,318,7949,0x70001C10
318040,318,7950,0x70001C20
318080,318,7951,0x70001C30
318120,318,7952,0x70001C40
318160,318,7953,0x70001C50
318200,318,7954,0x70001C60
318240,318,7955,0x70001C70
318280,318,7956,0x70001C80
318320,318,7957,0x70001C90
318360,318,7958,0x70001CA0
318400,318,7959,0x70001CB0
318440,318,7960,0x70001CC0
318480,319,7961,0x70001CD0
318520,319,7962,0x70001CE0
318560,319,7963,0x70001CF0
318600,319,7964,0x70001D00
318640,319,7965,0x70001D10
318680,319,7966,0x70001D20
318720,319,7967,0x70001D30
318760,319,7968,0x70001D40
318800,319,7969,0x70001D50
318840,319,7970,0x70001D60
318880,319,7971,0x70001D70
318920,319,7972,0x70001D80
318960,319,7973,0x70001D90
319000,319,7974,0x70001DA0
319040,319,7975,0x70001DB0
319080,319,7976,0x70001DC0
319120,319,7977,0x70001DD0
319160,319,7978,0x70001DE0
319200,319,7979,0x70001DF0
319240,319,7980,0x70001E00
319280,319,7981,0x70001E10
319320,319,7982,0x70001E20
319360,319,7983,0x70001E30
319400,319,7984,0x70001E40
319440,319,7985,0x70001E50
319480,320,7986,0x70001E60
319520,320,7987,0x70001E70
319560,320,7988,0x70001E80
319600,320,7989,0x70001E90
319640,320,7990,0x70001EA0
319680,320,7991,0x70001EB0
319720,320,7992,0x70001EC0
319760,320,7993,0x70001ED0
319800,320,7994,0x70001EE0
319840,320,7995,0x70001EF0
319880,320,7996,0x70001F00
319920,320,7997,0x70001F10
319960,320,7998,0x70001F20
320000,320,7999,0x70001F30
320040,320,8000,0x70001F40
320080,320,8001,0x70001F50
320120,320,8002,0x70001F60
320160,320,8003,0x70001F70
320200,320,8004,0x70001F80
320240,320,8005,0x70001F90
320280,320,8006,0x70001FA0
320320,320,8007,0x70001FB0
320360,320,8008,0x70001FC0
320400,320,8009,0x70001FD0
320440,320,8010,0x70001FE0
320480,321,8011,0x70001FF0
320520,321,8012,0x70002000
320560,321,8013,0x70002010
320600,321,8014,0x70002020
320640,321,8015,0x70002030
320680,321,8016,0x70002040
320720,321,8017,0x70002050
320760,321,8018,0x70002060
320800,321,8019,0x70002070
320840,321,8020,0x70002080
320880,321,8021,0x70002090
320920,321,8022,0x700020A0
320960,321,8023,0x700020B0
321000,321,8024,0x700020C0
